#ORDENANDO INVERSO
#Tamanho	 Tempo		 Comparacao	 trocas
101		 0.000004	1169		340
1001		 0.000052	18515		4376
10001		 0.000688	255016		58132
50001		 0.004189	1524607		349652
100001		 0.008998	3249609		749300
