#RANDOMICOS
#Tamanho	 Tempo		 Comparacao	 trocas
101		 0.000001	5006509708		5001156776
1001		 0.000017	5006520707		5001176772
10001		 0.000125	5006664354		5001444064
50001		 0.000448	5007498853		5003013060
100001		 0.000951	5009267818		5006350988
