#RANDOMICOS
#Tamanho	 Tempo		 Comparacao	 trocas
100		 0.000029	2334		2433
1000		 0.002619	254452		255451
10000		 0.150901	24869446		24879445
50000		 3.718771	623999240		624049239
100000		 14.815676	2491777535		2491877534
