#ORDENANDO INVERSO
#Tamanho	 Tempo		 Comparacao	 trocas
100		 0.000002	5010095038		12272179
1000		 0.000017	5010106025		12292153
10000		 0.000150	5010249656		12559415
50000		 0.000745	5011084137		14128377
100000		 0.001537	5012853083		17466269
