#RANDOMICOS
#Tamanho	 Tempo		 Comparacao	 trocas
101		 0.000053	2714		2814
1001		 0.004367	257881		258881
10001		 0.211325	25257914		25267914
50001		 5.241819	627657094		627707094
100001		 20.977652	2503239868		2503339868
