#RANDOMICOS
#Tamanho	 Tempo		 Comparacao	 trocas
101		 0.000128	5050		2541
1001		 0.013098	500500		254227
10001		 0.650012	50005000		25146538
50001		 16.128056	1250025000		621100245
100001		 65.091743	5000050000		2496950443
